Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
15281;5117;Barra Timone Vetus;Vetus Tiller Arm;Barra timone Vetus in Alluminio.;"Aluminum Vetus tiller arm.
"
15282;5117;Snodo per Prolunga Timone;Tiller Arm Joint;Snodo in Acciaio Inox con attacco quadro per prolunga barra timone.;"Stainless Steel joint with square connection for tiller arm extensions.
"
15286;5153;Volante Nisida;Nisida Steering Wheel;"Volante con telaio in Alluminio antiurto e impugnatura morbida in Poliuretano. 
Marcato CE in conformità alle norme EN e ABYC. Il mozzo con tappo va ordinato separatamente.";"Steering wheels with Aluminum antishock frame and Polyurethane soft grip. 
CE marked in compliance with EN and ABYC rules. 
Hub and cap have to be purchased separately."
15288;5270;Comando Monoleva Inox B400 ;B400 S/Steel Single-Lever Control;"Comando monoleva doppia azione in Acciaio Inox Aisi 316 montaggio a paratia per il controllo di gas e marce su motori entrobordo. Ideale per barche a vela grazie alla maniglia senza sporgenze. 
Utilizza cavi C2 / C8 / C33 / MACHZero. 
Mediante l'interruttore di sicurezza opzonale X41 (4620141) l'avviamento 
del motore avviene solamente con la marcia in posizione di folle.
";"Double action wall mount single lever S/Steel control for throttle and shift control for inboard engines. Perfect for sail boats thanks to the smooth lever. Uses C2 / C8 / C33 / MACHZero control cables. 
With the optional safety switch X41 (4620141) the engine can be started only with disengaged gearbox."
15290;5170;Volante Ray/Steel;Ray/Steel Steering Wheel;"Volanti a 3 razze in Acciaio Inox con impugnatura in Poliuretano o in Radica. 
Anelli di finitura in Acciaio Inox. Diametro 350 mm.";"3 Spoke Stainless Steel steering wheels with Polyurethane or Briar grip. 
Stainless Steel finishing rings. Diameter: 350 mm.
"
15291;5170;Volante Targa/Steel;Targa/Steel Steering Wheel;"Volanti a 3 razze in Acciaio Inox con impugnatura in Poliuretano o in Mogano. 
Inserti di finitura cromati. Diametro 350 mm.";"3 Spoke Stainless Steel steering wheels with Polyurethane or Mahogany grip. 
Chromed finishing inserts. Diameter: 350 mm."
15292;5153;Volante Santorini;Santorini Steering Wheel;"Volante con telaio in Alluminio antiurto e impugnatura morbida in Poliuretano. 
Inserti Silver Metal. Marcato CE in conformità alle norme EN e ABYC. 
Il mozzo con tappo va ordinato separatamente.";"Steering wheels with Aluminum antishock frame and Polyurethane soft grip. 
Silver Metal inserts. CE marked in compliance with EN and ABYC rules. 
Hub and cap have to be purchased separately."
15301;5295;Cavallotto Fissacavo L14;L14 Clamp Clevis;Cavallotto fissaguaina per cavi controllo motore.;Clamp clevis for engine control cables.
15302;5295;Cavallotto Fissacavo L3;L3 Clamp Clevis;Cavallotto fissaguaina per cavi controllo motore.;Clamp clevis for engine control cables.
15303;5295;Attacco a Forcella L25;L25 Connection Clevis;Attacco a forcella per cavi controllo motore C2 / MACHZero / C8 / C33.;Connection clevis for C2 / MACHZero / C8 / C33 engine control cables.
15304;5295;Attacco a Forcella L26;L26 Connection Clevis;Attacco a forcella per cavi controllo motore C22.;Connection clevis for C22 engine control cables.
15305;5295;Terminale Cavi L12;L12 Cable End;Terminale per cavi controllo motore C2 / MACHZero / C8 / C33.;Cable end for C2 / MACHZero / C8 / C33 engine control cables.
15306;5295;Terminale Cavi L13;L13 Cable End;Terminale fermafilo per cavo stop B14.;Clamp cable end for B14 engine shut-off cable.
15307;5295;Terminale a Snodo L7;L7 End Ball Joint;Terminale snodo sferico per cavi controllo motore C2 / MACHZero / C8.;End ball joint for C2 / MACHZero / C8 engine control cables.
15308;5295;Cavallotto Fissacavo L2;L2 Clamp Clevis;Cavallotto fissacavo per cavi controllo motore.;Clamp clevis for engine control cables.
15316;5332;Tunnel per Montaggio Elica di Poppa;Stern Thruster Installation Tunnel;Tunnel in Polimero per il montaggio a poppa di un elica di prua Bow Propeller. Viteria e l'elica Bow Propeller vanno ordinati a parte.;Stern bow propeller installation Polymer tunnel. Mounting screws and bow propeller has to be ordered separately.
15317;5332;Pannelli Controllo Comando Singolo;Single Control Panels;"Pannelli di controllo singoli stagni IP66.↵
BPJE2: dotato di joystick con temporizzatore e allarme visivo.↵
BPSE2: switch piatto per non incagliare sartie o scotte su barche a vela.↵Dimensioni: 85 x 85 mm.";"IP66 Waterproof single control panels.↵
BPJE2: endowed with joystick, temporizer and visual alarm.↵
BPSE2: touch switch to avoid ropes and lines getting tangled on sailboats.↵ Dimensions: 85 x 85 mm.
"
15318;5332;Pannelli Controllo Doppio Comando;Dual Control Panels;"Pannelli di controllo doppi stagni IP65.↵
BPDJE2: dotato di doppio joystick con temporizzatore e allarme visivo.↵
EZDOCK2: switch piatto per non incagliare sartie o scotte su barche a vela.↵
Dimensioni: 85 x 138 mm.";"IP65 Waterproof dual control panels.↵
BPDJE2: endowed with twin joystick, temporizer and visual alarm.↵
EZDOCK2: flat button to avoid ropes and lines getting tangled on sailboats.↵
Dimensions: 85 x 138 mm.

"
15324;15323;Gomito F-F in Bronzo;Bronze Elbow F-F;Gomito femmina-femmina in Bronzo.;Bronze female-female elbow.
15325;15323;Gomito M-F in Bronzo;Bronze Elbow M-F;Gomito maschio-femmina in Bronzo.;Bronze male-female elbow.
15326;15323;Raccordo T in Bronzo;Bronze Tee;Raccordo a T in Bronzo.;Bronze Tee.
15327;15323;Riduzione M-F in Bronzo;Bronze Hex Pipe Bushing M-F;Riduzione maschio-femmina in Bronzo.;Bronze male to female hex pipe bushing.
15328;15323;Nipple Doppio Ridotto in Bronzo;Bronze Double Reducing Nipple;Nipple doppio ridotto in Bronzo.;Bronze double reducing nipple.
15329;15323;Manicotto F in Bronzo;Bronze Couplings F;Manicotto femmina in Bronzo.;Bronze female coupling.
15330;15323;Nipple Doppio in Bronzo;Bronze Double Nipple;Nipple doppio in Bronzo.;Bronze double nipple.
15331;15323;Tappo M in Bronzo;Bronze Square Head Plug M;Tappo maschio in Bronzo.;Bronze square head plug.
15332;15323;Portagomma M in Bronzo;Bronze Pipe-to-Hose M;Portagomma maschio in Bronzo.;Bronze male pipe-to-hose.
15340;5225;Ricambi e Accessori per Timonerie Nautech;Nautech Steering System Spare Parts and Accessories;Ricambi e accessori per timonerie idrauliche Nautech.↵↵Ricambi: Cilindri e pompe.↵↵Accessori: Flangia incasso X64 per pompe, sistema di regolazione angolo di guida X72, barra di accoppiamento A94 per 2 motori.↵La flangia X64 (Cod MTM 4655080) offre la possibilità di montare la pompa a semi-incasso.↵Il sistema di regolazione dell' angolo di guida X72 (Cod MTM 4655530) per pompe timoneria Nautech e SilverSteer permette 5 diverse posizioni di guida in un arco di 60°.↵La barra di accoppiamento A94 (Cod MTM 4655055) per 2 motori fuoribordo si utilizza con cilindro singolo UC128-OBF e si nstalla su motori con interasse variabile tra 660 e 950 mm.;"Nautech steering systems spare parts and accessories. ↵ ↵ Spare parts: cylinders and pumps. ↵↵  Accessories: X64 flush pump flange,&nbsp;X72 steering wheel angle adjustment system, dual outboards connection A94 tie bar. ↵"
15341;5270;Comando Monoleva Sail B85;Sail B85 Single-Lever Control;"Comando monoleva a doppia azione a montaggio a paratia per il controllo di gas e marce su motori entrobordo. Ideale per barche a vela grazie alla maniglia senza sporgenze. 
Utilizza cavi C2 / C8 / C33 / MACHZero. 
Mediante l'interruttore di sicurezza opzionale X12 (4620112) l'avviamento 
del motore si ottiene solamente con la marcia in posizione di folle.
";"Double action wall mount single lever control for throttle and shift control for 
inboard engines. Perfect for sail boats thanks to the smooth lever. 
Uses C2 / C8 / C33 / MACHZero control cables. 
With the optional safety switch X12 (4620112) the engine can be started only with disengaged gearbox."
15342;5295;Kit Sicurezza X41;X41 Safety Kit;"Kit di sicurezza per comando monoleva B400. 
Permette l'avviamento del motore solamente in posizione di folle.";"Safety kit for B400 single lever control. 
Allows engine starting only with disengaged gear.
"
15343;5270;Comando Monoleva B310B-Trim;B310B-Trim Single-Lever Control;"Comando monoleva a doppia azione a montaggio a paratia per il controllo di gas, marce e trim su motori fuoribordo ed entrofuoribordo. 
Utilizza cavi C2 / C8 / C33 / MACHZero. 
Per i cavi C5 serve il kit K35 (4620035). 
Mediante l'interruttore di sicurezza opzionale X12 (4620112) l'avviamento 
del motore si ottiene solamente con la marcia in posizione di folle.
";"Double action wall mount single lever control for throttle, shift and trim control 
for outboard engines and stern drives. 
Uses C2 / C8 / C33 / MACHZero control cables. 
C5 cable can be connected with K35 kit (4620035). 
With the optional safety switch X12 (4620112) the engine can be started only with disengaged gearbox."
15344;5411;Cariche per Resina Epossidica;Epoxy Resin Fillers;"5725105: Microsfere di vetro super leggere bianche per fare stucchi leggeri con resina Epotop System.  5725102: Microfibre di Cellulosa pura per fare stucchi molto resistenti con resina Epotop System.
";"5725105: Ultra-light glass white microspheres for light fillings with Epotop System resin.  5725102: Pure Cellulose micro-fibers for high resistance plastering with Epotop System resin.
"
15346;5411;Stucco di Poliestere Vetroresinato;Polyester Fiberglassed Filler;"Stucco bicomponente di Poliestere vetroresinato. 
Si usa per piccole riparazioni e ricostruzioni.";"Fiberglassed Polyester two component filler. 
Used for small repairs and restorations.

"
15347;5411;Stucco di Poliestere Metallico;Polyester Metallic Filler;"Stucco bicomponente di Poliestere metallico. 
Si usa per piccole riparazione e ricostruzioni.";"Metallic Polyester two component filler. 
Used for small repairs and restorations.
"
15348;5411;Gel Coat 3C;3C Gel Coat;Gelcoat 3C in latta completo di catalizzatore. ↵La latta da 0,25 Kg contiene Gelcoat addizionato di paraffina. ↵ La latta da 1 Kg contiene Gelcoat senza paraffina.;3C Gelcoat in can complete with hardener. ↵ The 0,25 Kg can Gelcoat is added with paraffin. ↵ The 1 Kg can Gelcoat is without paraffin.
15395;15394;Manici Extend-A-Brushes;Extend-A-Brushes Handles;Manici telescopici in Alluminio Anodizzato aeronautico, con impugnature anti scivolo e attacco twist-lock per spazzole Star Brite. Pulsante in Acciaio Inox per un rapido aggancio/sgancio delle spazzole. Il manico Extend Wash è completo di attacco per tubo acqua e valvola.;"Aeronautic Anodized Aluminum telescopic handles with non-slip hand grips and twist-lock socket for Star Brite brushes. Stainless steel push button for brushes instant connect/disconnect.
The Extend Wash version has a hose connection for water and valve.
"
15397;15394;Adattatori Star Brite  Shurhold;Star Brite  Shurhold Adapters;"Adattatore 5709098 per montare accessori (spazzole, ecc.) Shurhold su manici Star Brite. 
Adattatore 5709099 per montare accessori (spazzole, ecc.) Star Brite su manici Shurhold. 
In alluminio anodizzato.
";"Adapter 5709098 for mounting accessories (brushes, etc.) Shurhold on Star Brite handles. 
Adapter 5709099 for mounting accessories (brushes, etc.) Star Brite on Shurhold handles. 
Made of Anodized Aluminum."
15398;15394;Spazzole Star Brite Wash Brushes;Star Brite Wash Brushes;"Spazzole in speciale fibra di Polimeri anti macchia che non secca e non scolorisce.&nbsp;↵3 tipi di fibra con 3 colori diversi a seconda dell'uso: ↵
Gialla - tipo morbido: trattiene l'acqua, ideale per il lavaggio di finestrature e pareti in VTR. 
Blue - tipo medio: perfetta per la pulizia generale. ↵
Bianca - tipo duro: ideale per il lavaggio di ponti, superfici ruvide e molto sporche. ↵Si adattano perfettamente a tutti i manici Star Brite.";"Special Polymer fibra 20 cm width brushes that do not stain, do not fade and do not dry out. Ideal for any boat cleaning. 3 different types of colour and fibres according to use:↵
Yellow - soft type: holds water and it is perfect for washing windows and Fiberglass surfaces.↵
Blue - medium type: perfect for all around cleaning.↵
White - hard type: perfect for deck washing, rough and particularly dirt surfaces.↵
They adapt perfectly to all Star Brite handles.
"
15400;15394;Spazzole Wood Deluxe;Wood Deluxe Brushes;"Spazzole in fibra Star-Prene con testa in legno sintetico e protezione paracolpi.&nbsp;↵3 tipi di fibra con 3 colori diversi a seconda dell'uso: ↵
Gialla - tipo morbido: trattiene l'acqua, ideale per il lavaggio di finestrature e pareti in VTR. ↵
Blue - tipo medio: perfetta per la pulizia generale. ↵
Bianca - tipo duro: ideale per il lavaggio di ponti, superfici ruvide e molto sporche. ↵Si adattano perfettamente a tutti i manici Star Brite.";"Star-Prene fiber brushes with synthetic wood handle and bumper protection.↵ 3 different types of colour and fibres according to use:↵
Yellow - soft type: holds water and it is perfect for washing windows and Fiberglass surfaces.↵
Blue - medium type: perfect for all around cleaning.↵
White - hard type: perfect for deck washing, rough and particularly dirt surfaces.↵
They adapt perfectly to all Star Brite handles."
15401;15394;Supporto Snodato per Pattella ;Scrub-Pad Swivel Holder;"Supporto snodato con pattelle imbottite per la pulizia di tutte le superfici e angoli. ↵
La pattella imbottita permette una pulizia facile e veloce. ↵Disponibili tre diverse pattelle: ↵
Pattella morbida colore Bianco ↵
Pattella media colore Rosso ↵
Pattella ruvida colore Nero ↵Il supporto viene fornito completo di pattella Rossa. ↵
Si adatta a tutti i manici Star Brite.";"Swivel holder with stuffed scrub-pad for all surfaces and corners cleaning.&nbsp;&nbsp;↵
Stuffed scrub-pad allows easy and quick cleaning. ↵Available with three different pads:&nbsp;&nbsp;↵
White colour soft pad&nbsp;&nbsp;↵
Red colour medium pad&nbsp;&nbsp;↵
Black colour coarse pad&nbsp;&nbsp;↵
Red medium pad is included with the holder.&nbsp;&nbsp;↵
Fits all Star Brite handles.

"
15402;15394;Mocio Star Brite Mop;Star Brite Mop;Spazzaloni mocio a frange per rimuovere sporco e polvere da qualsiasi tipo di superficie.↵Si adattano a tutti i manici Star Brite.;"Fringed brush to remove dirt and dust from any surface. ↵ 
Fits all Star Brite handles.
"
15413;5448;Detergente Nautico EM Forte;EM Forte Marine Cleaner;Detergente potente per superfici in vetroresina, alluminio, verniciate, parabordi e cuscinerie. Si lascia agire per 3 minuti, poi si strofina e si risciacqua.;Powerful cleaner for fiberglass, aluminum and painted surfaces, fenders and seats. Just apply on, leave for 3 minutes, then rub and rinse with water.
15414;5448;Detergente Star Brite Boat Wash;Star Brite Boat Wash Shampoo;"• Fa brillare scafi, coperte, cromature e attrezzature 
• Economico – 2 o 3 tappi di prodotto diluito in un secchio di acqua pulita 
sono sufficienti per pulire una barca di 7 metri 
• Anti traccia, non lascia residui 
• Non rimuove né la cera né il lucido 
• Non danneggia eccessivamente l’ambiente grazie alla formula biodegradabile";"• Leaves hulls, decks, chrome and fittings sparkling 
• Cheap - 2 or 3 caps diluted in a buckle of water cleans a 7 meters boat 
• Non-streaking, does not leave residue 
• Will not remove wax or polish 
• Environmentally friendly thanks to its biodegradable formula
"
15415;5448;Detergente Spray Star Brite Xtreme Clean;Star Brite Super Spray Xtreme Cleaner;"• Deteregente potente, ideale per qualunque
uso e per tutte le superfici, anche porose 
• Rimuove grasso e macchie con agenti che spezzano i legami chimici, senza strofinare 
• Privo di fosfati, non
danneggia la vita marina 
• Adatto anche per fibra di vetro, vinile,
plastica e metallo";"• Strong all-purpose all-surface cleaner, ideal even for porous surfaces  
• Removes dirt and greasy stains thanks to agents that break chemical bonds, without scrubbing 
• Phosphate-free, won’t harm sealife 
• Suitable also for fiberglass, vinyl, plastic and metal "
15417;15416;Detergente per Sentine TK Sentinet;TK Sentinet Bilge Cleaner;"Detergente sgrassante emulsionante concentrato per pulire sentine e sale motori. 
Efficace contro il grasso, agisce anche se miscelato con acqua di mare. ";"Emulsifying degreasing concentrated detergent for bilge and engine 
room cleaning. Great efficiency against grease, it works even if 
mixed with salt-water. "
